complaint_id,forum,date,rating,complaint_type,category,complaint_text,url
254,PissedConsumer (consumer-complaint forum),7/3/2026,,refund_and_support,general,The service is so bad and poor. The delivery boy ate my order. I want a refund of my 79 rupees. The company's service is so poor and bad.,https://blinkit.pissedconsumer.com/review.html?page=18
255,PissedConsumer (consumer-complaint forum),6/13/2026,,other,general,My self *** id no FE976****Id open nhi ho rahi ha issue aa raha ha bag ka bag nhi ha store me ****** muja kaam kerna ha 2 din sa id open kerna cheta hu plss request accept kero aur bag do jisa me kam ker seku thanks,https://blinkit.pissedconsumer.com/review.html?page=18
256,PissedConsumer (consumer-complaint forum),7/3/2026,,delivery_issues,general,"Hello, I am a Blinkit Delivery Partner. My Partner ID is 884****, and I was working at SS Bolpur Santiniketan store. My account is currently on hold/disabled, and I am unable to work. I sincerely apologize if I made any mistakes. It was never my intention to violate any policy. I respectfully request Blinkit to review my account once again and give me one more opportunity to continue working. I am committed to following all company policies and ensuring that such issues do not happen again. Thank you for your time and consideration. I hope for a positive response.",https://blinkit.pissedconsumer.com/review.html?page=18
257,PissedConsumer (consumer-complaint forum),7/9/2026,,refund_and_support,snacks_beverages,I have received totally melt ice cream this is a disappointed service for me from blinkit side I want refund my money back,https://blinkit.pissedconsumer.com/review.html?page=18
258,PissedConsumer (consumer-complaint forum),7/9/2026,,refund_and_support,general,I am Subin Babu. Why did you charge an amount of 890 from my account? I did not purchase anything from this app. Refund my cash.,https://blinkit.pissedconsumer.com/review.html?page=19
259,PissedConsumer (consumer-complaint forum),7/8/2026,,other,general,"I am not ordering nicotine from Blinkit; at that time, my order was on the way from another food delivery app, so I mistakenly received nicotine gums.",https://blinkit.pissedconsumer.com/review.html?page=19
260,PissedConsumer (consumer-complaint forum),7/7/2026,,refund_and_support,general,"My Blinkit ID has been held due to location fraud. If this has happened due to any mistake of mine, then I apologize.",https://blinkit.pissedconsumer.com/review.html?page=19
261,PissedConsumer (consumer-complaint forum),7/4/2026,,other,general,FE847**** please sir recovery my account mobile number 784690**** Name sanatan naik Please sir help me,https://blinkit.pissedconsumer.com/review.html?page=19
262,PissedConsumer (consumer-complaint forum),6/29/2026,,other,general,"I want to change the city from *** to ***. By mistake, I submitted Jaipur. I live in ***, ***. Please help me.",https://blinkit.pissedconsumer.com/review.html?page=19
263,PissedConsumer (consumer-complaint forum),5/27/2026,,refund_and_support,general,"I placed the order , but the goods have melted, and the helpline chat is also not working. What is my fault?",https://blinkit.pissedconsumer.com/review.html?page=19
264,PissedConsumer (consumer-complaint forum),7/2/2026,,refund_and_support,general,"I placed an order on Blinkit on 26 June at 10:57 AM. The payment was successfully deducted from my account, but I never received the order. I also have not received a refund yet. Please check the status of my order and process my refund as soon as possible. Thank you",https://blinkit.pissedconsumer.com/review.html?page=19
265,PissedConsumer (consumer-complaint forum),6/29/2026,,other,general,"My store location the change, please sir id the by mistake location add, before and store join ,some to to suddenly wrong store location,,my location store talwandi,kota perfect,and other no reason and personal issues ,and change my store please request and please my location persent add id ,just few time join the blinkit my company fevert job",https://blinkit.pissedconsumer.com/review.html?page=19
266,PissedConsumer (consumer-complaint forum),6/29/2026,,other,general,"I ordered 1 kg rajgira in the Blinkit app, paid Rs. 280. Time: 1:57 PM, 29.06.26. But the app is not showing my order details, also amount details. Please pay my money Rs. 289/- or deliver my product.",https://blinkit.pissedconsumer.com/review.html?page=19
267,PissedConsumer (consumer-complaint forum),6/30/2026,,other,general,"Today i ordered a Happilo dates from blinkit, when we opened it and took two dates for eating, it was horrible because when we chewed it, it feels full of sands not able to eat it. What is this product it written premium quality. But it is so worst. Please return it and check your quality.",https://blinkit.pissedconsumer.com/review.html?page=19
268,PissedConsumer (consumer-complaint forum),7/2/2026,,refund_and_support,general,I placed an order on Blinkit on 26june at 10:57pm the payment was successfully deducted from my account but I never receive the order I also have not received a refund yet please check status of my order and process my refund as soon as possible. Thank you,https://blinkit.pissedconsumer.com/review.html?page=19
269,PissedConsumer (consumer-complaint forum),7/5/2026,,other,general,"mera id khulta nahi, failed bata rahe hai, so please help me. and I am paying 99 રુપય, so help me. and kitne din mein chalu ho sakta hai?",https://blinkit.pissedconsumer.com/review.html?page=19
270,PissedConsumer (consumer-complaint forum),7/5/2026,,other,general,Verification failed i can't open my blinkit id please solve the problem please tell me what is the reason,https://blinkit.pissedconsumer.com/review.html?page=19
271,PissedConsumer (consumer-complaint forum),7/3/2026,,refund_and_support,groceries_fresh,"Hello, my name is Ashiq. I ordered Yippee magic masala instant noodles through blinkit. Then it showed me to send money. It showed 68 rupees. I paid through the Supermoney app. But nothing showed that the order was placed. Now when I go to the app, it shows unavailable. I request you to either refund the cash or give me the item I ordered.",https://blinkit.pissedconsumer.com/review.html?page=20
272,PissedConsumer (consumer-complaint forum),5/22/2026,,other,general,"I have ordered Slovak Bankmintal, which I received just one day ago. Please return my product. I believe it is blinking.",https://blinkit.pissedconsumer.com/review.html?page=20
273,PissedConsumer (consumer-complaint forum),7/14/2026,,other,general,Where is my material I have paid when I orderd in blinkit .my order I'd CRT380******** what about my,https://blinkit.pissedconsumer.com/review.html?page=20
274,PissedConsumer (consumer-complaint forum),7/1/2026,,refund_and_support,general,"I ordered a product from Blinkit, but after receiving it, I realized it did not meet my requirements and was not suitable for my needs. I requested a return, but *** refused, saying that since the product was not damaged, it could not be returned. I was disappointed because I expected better customer support from Blinkit. I believe *** should reconsider its return policy. If a middle-class customer spends their hard-earned money on a product that doesn't meet their needs, they should have the option to return it, even if it isn't damaged. Based on my experience, I would advise everyone to be very careful while purchasing products from Blinkit. Do not buy any product unless you are completely sure you want to keep it, because if it doesn't suit your needs, you may not be able to return it. I hope Blinkit improves its return policy to make the shopping experience more customer-friendly.",https://blinkit.pissedconsumer.com/review.html?page=20
